# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	Map\Gimmick!(J)-Level1_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	textures\NES - Gimmick Mr Gimmick - Intro.png	200	205	250
41	textures\INTRO_GATE.png	255	174	201

#[MAP]
# PosX	PosY	TotalRowsOfMap	TotalColumnsOfMap	TotalRowsOfTileSet		TotalColumnsOfTileSet	TileSetID	MapMatrixPath

#0	0	48	128	40	11	0	Map\Gimmick!(J)-Level1_map.txt

# id	left	top	right	bottom	texture_id
[SPRITES]
# GIMMICK
# idle right					
20101	2	2	18	21	10
20102	22	2	38	21	10
# idle left					
20151	399	2	415	21	20
20152	379	2	395	21	20
# walk right					
20201	2	24	18	43	10
20202	21	24	37	43	10
20203	39	24	55	43	10
20204	58	24	74	43	10
20205	79	24	95	43	10
20206	99	24	115	43	10
# walk left					
20251	399	24	415	43	20
20252	380	24	396	43	20
20253	362	24	378	43	20
20254	343	24	359	43	20
20255	322	24	338	43	20
20256	302	24	318	43	20
# jump right					
20301	2	46	18	70	10
# jump left					
20351	399	46	415	70	20
# pipe right
# pipe left
# stun right
# stun left

#COLWHEELSMALL
30001	69	205	85	221	30
30002	69	222	85	238	30
30003	69	239	85	255	30
30004	69	256	85	272	30

# COLWHEEL
# TopRight
40001	18	205	34	221	30
40002	52	205	68	221	30
40003	18	239	34	255	30
40004	52	239	68	255	30
# BotRight
40011	18	222	34	238	30
40012	52	222	68	238	30
40013	 18	256	34	272	30
40014	52	256	68	272	30
# BotLeft
40021	1	222	17	238	30
40022	35	222	51	238	30
40023	1	256	17	272	30
40024	35	256	51	272	30
# TopLeft
40031	1	205	17	221	30
40032	35	205	51	221	30
40033	1	239	17	255	30
40034	35	239	51	255	30

# CHAIN
# TopRight					
50001	1	290	17	306	30
50002	18	290	34	306	30
50003	35	290	51	306	30
50004	52	290	68	306	30
# BotRight				
50011	1	307	17	323	30
50012	18	307	34	323	30
50013	35	307	51	323	30
50014	52	307	68	323	30
# BotLeft					
50021	1	324	17	340	30
50022	18	324	34	340	30
50023	35	324	51	340	30
50024	52	324	68	340	30
# TopLeft					
50031	1	273	17	289	30
50032	18	273	34	289	30
50033	35	273	51	289	30
50034	52	273	68	289	30
# Down					
50041	1	341	17	357	30
50042	18	341	34	357	30
50043	35	341	51	357	30
50044	52	341	68	357	30
#Up					
50051	1	358	17	374	30
50052	18	358	34	374	30
50053	35	358	51	374	30
50054	52	358	68	374	30

# BLUEFIRE
60001	103	154	119	170	30
60002	120	154	136	170	30
60003	137	154	153	170	30
60004	154	154	170	170	30

# CONVEYOR
# right
80001	1	171	17	187	30
80002	18	171	34	187	30
80003	35	171	51	187	30
80004	52	171	68	187	30

# left
80011	1	188	17	204	30
80012	18	188	34	204	30
80013	35	188	51	204	30
80014	52	188	68	204	30

#====INTRO SCENE
#FRAME 1
70001	0	0	127	79	40
#FRAME 2 
70002	0	80	127	159	40
#FRAME 2-1 (GIRL)
70003	136	98	151	121	40
#FRAME 2-2 (CAKE)
70004	136	130	151	145	40
#FRAME 3 
70005	0	160	127	239	40
#FRAME 4 
70006	0	240	127	319	40
#FRAME 5
70007	0	320	127	399	40
#FRAME 6
70008	0	400	127	479	40
#FRAME 7
70009	0	480	127	559	40
#FRAME 8
70010	0	560	127	639	40
#FRAME 9
70011	0	640	127	719	40
#FRAME 10
70012	0	720	127	799	40
#FRAME 11
70013	0	800	127	879	40
#FRAME 11-1
70014	136	816	216	847	40
#FRAME 11-2
70015	136	848	216	879	40
#FRAME 12
70016	0	880	127	959	40
#FRAME 12-1 (GIMMICK IDLE)
70017	144	896	154	906	40
#FRAME 12-2 (GIMMICK GET UP)
70018	160	896	170	906	40
#FRAME 12-3 (GIMMICK FALL)
70019	176	896	186	906	40
#FRAME 12-4 (GIMMICK BOUNCE)
70020	192	896	203	906	40
#FRAME 13
70021	0	960	127	1039	40
#FRAME 14
70022	0	1040	127	1119	40
#FRAME 14-1 (BLACK GATE)
70023	176	1044	198	1071	40
#FRAME 14-2 (GIMMICK)
70024	144	1088	154	1098	40
#FRAME 14-3 (GIMMICK)
70025	160	1088	170	1102	40
#Bonus => FRAME 2-3 (CAKE)
70026	56	128	71	143	40
#===GATE OPEN
#black dot
70027	0	0	127	79	41
#white dot
70028	0	80	127	159	41
#half length line black
70029	0	160	127	239	41
#half length line white
70030	0	240	127	319	41
#full line black
70031	0	320	127	399	41
#full line white
70032	0	400	127	479	41
#white small gate
70033	0	480	127	559	41
#black small gate
70034	0	560	127	639	41
#black medium gate
70035	0	640	127	719	41
#full black gate
70036	0	720	127	799	41
#full white gate
70037	0	800	127	879	41
						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== GIMMICK=========
# idle right					
20101	20101	1000	20102	100
# idle left					
20151	20151	1000	20152	100
# walk right					
20201	20201	100	20202	100	20203	100	20204	100	20205	100	20206	100
# walk left					
20251	20251	100	20252	100	20253	100	20254	100	20255	100	20256	100
# jump right					
20301	20301	100
# jump left					
20351	20351	100

# ==== COLWHEELSMALL =========
30001	30001	50	30002	50	30003	50	30004	50

# ==== COLWHEEL =========
40001	40001	50	40002	50	40003	50	40004	50
40011	40011	50	40012	50	40013	50	40014	50
40021	40021	50	40022	50	40023	50	40024	50
40031	40031	50	40032	50	40033	50	40034	50

# ==== CHAIN =========
50001	50001	100	50002	100	50003	100	50004	100
50011	50011	100	50012	100	50013	100	50014	100
50021	50021	100	50022	100	50023	100	50024	100
50031	50031	100	50032	100	50033	100	50034	100
50041	50041	100	50042	100	50043	100	50044	100
50051	50051	100	50052	100	50053	100	50054	100

# ==== BLUEFIRE =========
60001	60001	100	60002	100	60003	100	60004	100

# ==== CONVEYOR =========
80001	80001	100	80002	100	80003	100	80004	100
80011	80011	100	80012	100	80013	100	80014	100

# ==== INTRO ========
#MAIN INTRO
70001	70001	3000	70002	4000	70005	3000	70006	2000	70007	2000	70008	3000	70009	3000	70010	4000	70011	4000	70012	3000	70013	4000	70016	8000	70021	4000	70022	8000
#CAKE W CANDLE	(2 s)
70002	70004	1000	70026	1000
#GIRL BLOW (10 s) time as long as posible
70003	70003	10000
#DISSAPEAR (0.6s)
70004	70014	200	70015	200	70014	200
#INTRO GIMMICK IDLE
70005	70017	100
#INTRO GIMMICK FALL
70006	70019	100
#INTRO GIMMICK BOUNCE
70007	70020	100
#INTRO GIMMICK GET UP
70008	70020	500	70019	500	70018	500	70017	10000
#INTRO GIMMICK IDLE LOOK UP
70009	70024	100
#INTRO GIMMICK JUMP LEFT
70010	70025	1000
#INTRO GATE OPEN (1.35s)
70011	70027	50	70028	50	70027	50	70029	100	70031	50	70032	50	70031	50	70032	50	70034	50	70033	50	70035	50	70036	2000	70037	50	70036	50	70035	50	70034	50	70031	50

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]

# GIMMICK				
20101	20101	20151	20201	20251	20301	20351	20351

# COLWHEELSMALL
30001	30001

# COLWHEEL
40001	40001	40011	40021	40031

# CHAIN
50001	50001	50011	50021	50031	50041	50051

# BLUEFIRE
60001	60001

# CONVEYOR
80001	80001	80011

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 1 = Brick , 2 = Gimmick, 3 = CogwheelSmall, 4 = Cogwhell, 5 = Chain, 6 = BlueFire, 7 = InclinedBrick, 8 = Conveyor


